StateFormated,DateFormated,TimeFormated,Crash_TypeFormated,Bus_InvolvementFormated,Heavy_Rigid_Truck_InvolvementFormated,Speed_LimitFormated,Road_UserFormated,GenderFormated,AgeFormated
5,42924,0.17,2,1,1,50,7,2,65
2,42925,0.23,3,1,1,110,2,2,17
7,42925,0.55,1,3,1,1,6,1,33
4,42925,0.29,1,1,1,50,1,2,48
4,42925,0,3,1,1,100,2,2,18
4,42925,0.63,3,1,1,100,2,2,22
4,42925,0.63,3,1,1,100,6,2,26
4,42925,0.79,3,1,1,60,6,1,57
5,42925,0.07,3,1,1,100,2,2,21
3,42925,0.13,3,1,1,110,6,2,54
2,42926,0.35,3,1,1,110,6,2,31
8,42926,0.68,3,1,1,80,2,2,33
2,42927,0.05,3,1,1,80,6,1,27
2,42927,0.62,2,1,1,50,7,1,78
8,42927,0.38,3,1,1,50,2,2,65
5,42928,0.57,1,1,1,80,2,2,21
2,42929,0.53,1,1,1,50,2,2,58
2,42929,0.4,2,1,1,40,7,1,74
7,42929,0.9,3,3,1,1,6,1,16
7,42930,0.28,2,1,1,50,7,1,79
7,42930,0.95,2,3,1,1,7,2,58
4,42930,0.42,3,1,1,60,2,2,45
6,42930,0.98,3,1,1,100,2,2,59
7,42931,0.06,3,1,1,100,2,2,25
2,42932,0.09,3,1,1,100,2,2,52
2,42932,0.27,3,1,1,100,2,1,19
2,42932,0.69,3,1,1,110,4,2,17
2,42932,0.27,1,1,1,110,6,2,18
2,42932,0.27,1,1,1,110,2,1,67
7,42932,0.68,1,3,1,1,2,1,75
4,42932,0.17,3,1,1,110,2,2,29
8,42932,0.87,3,1,1,80,2,2,50
3,42932,0.38,3,1,1,110,2,2,51
2,42933,0.26,2,1,1,110,7,2,33
2,42933,0.31,1,1,2,100,2,2,34
2,42933,0.72,1,1,1,50,2,2,89
4,42933,0.46,3,1,1,40,2,2,82
7,42934,0.65,3,1,1,100,6,1,84
7,42934,0.74,2,3,1,1,7,1,66
7,42934,0.81,1,1,1,100,2,2,47
4,42934,0.46,3,1,1,80,4,2,64
2,42935,0.18,2,1,1,100,7,2,43
2,42935,0.66,2,1,1,50,7,2,3
2,42935,0.55,1,1,1,40,2,1,80
2,42935,0.55,1,1,1,40,6,2,96
2,42935,0.77,1,1,1,110,2,1,77
2,42935,0.77,1,1,1,110,6,1,71
2,42936,0.17,3,1,2,80,2,2,32
2,42936,0.17,3,1,2,80,6,2,20
2,42936,0.72,3,1,1,80,2,2,55
7,42936,0.28,1,1,1,60,4,2,45
7,42936,0.31,1,3,1,1,2,1,25
4,42936,0.25,3,1,1,60,4,2,51
5,42936,0.61,1,1,1,80,4,2,62
2,42937,0.66,3,1,1,110,6,1,28
6,42937,0.57,3,1,1,60,6,1,71
2,42938,0.57,2,1,1,50,7,2,82
7,42938,0.63,3,1,1,100,2,2,31
4,42938,0.92,1,1,1,60,2,2,27
3,42938,0.96,3,1,1,110,2,2,32
2,42940,0.47,1,1,1,80,6,1,65
7,42940,0.72,1,1,2,100,2,2,27
5,42940,0.51,1,1,1,110,2,2,82
2,42941,0.33,2,1,2,50,7,2,72
2,42941,0.45,3,1,1,60,2,2,87
2,42941,0.6,2,1,1,60,7,2,67
4,42942,0.17,3,1,1,100,6,2,0
4,42942,0.17,3,1,1,100,6,1,4
4,42942,0.17,3,1,1,100,2,1,38
8,42942,0.97,3,1,1,110,2,2,24
2,42943,0.74,1,1,1,100,2,1,83
4,42943,0.71,2,1,2,50,7,1,39
8,42943,0.74,3,1,1,60,2,2,84
5,42944,0.16,3,1,2,50,6,2,22
5,42944,0.56,1,1,2,40,2,2,59
8,42944,0.66,3,1,1,50,2,2,49
2,42945,0.91,2,1,1,110,7,2,35
2,42945,0.81,1,1,1,100,2,2,55
8,42945,0.81,3,1,1,110,2,1,28
4,42946,0.38,1,1,1,60,4,2,61
8,42946,0.37,3,1,1,60,2,1,85
4,42947,0.54,3,1,1,60,2,1,36
2,42948,0.46,3,1,1,110,2,2,19
4,42948,0.71,1,1,1,70,2,2,56
5,42948,0.8,1,1,1,90,2,1,77
8,42948,0.3,3,1,2,70,2,2,54
1,42948,0.94,3,1,1,60,2,2,24
2,42949,0.74,1,1,1,80,2,1,40
2,42949,0.58,3,1,1,100,2,2,48
5,42949,0.56,3,1,1,60,2,2,72
8,42949,0.56,3,1,1,110,2,2,49
2,42950,0.42,2,1,1,60,7,2,83
2,42951,0.85,1,1,1,80,2,2,54
7,42951,0.77,1,1,1,60,6,1,87
8,42951,0.86,3,1,1,90,6,1,38
8,42951,0.48,3,1,1,100,2,2,79
2,42952,0.46,3,1,1,90,2,2,24
7,42952,0.65,3,1,1,60,2,2,28
7,42952,0.83,3,1,1,100,2,2,27
4,42952,0.46,3,1,1,60,4,2,48
2,42953,0.56,1,1,1,80,2,2,37
2,42953,0.5,3,1,1,50,2,2,77
7,42953,0.22,3,3,1,1,2,2,23
2,42954,0.4,3,1,1,100,2,1,55
4,42954,0.75,2,1,1,60,7,2,82
6,42954,0.9,2,1,1,100,7,1,26
2,42955,0.38,1,1,1,100,2,1,49
2,42955,0.37,1,1,1,70,2,1,43
8,42955,0.54,2,1,1,70,7,1,95
2,42956,0.31,2,1,1,50,7,2,84
7,42956,0.8,1,3,1,1,6,1,14
7,42956,0.8,1,3,1,1,2,1,44
7,42956,0.47,3,1,1,100,4,2,65
2,42957,0.56,1,1,1,60,2,1,93
7,42957,0.63,3,3,1,1,2,2,35
5,42957,0.6,3,1,1,80,2,2,84
2,42958,0.2,3,1,1,100,2,2,29
7,42958,0.27,3,3,1,1,2,2,52
4,42958,0.54,1,1,1,70,2,2,70
4,42958,0.71,3,1,1,100,6,2,38
2,42959,0.22,3,1,1,100,6,1,19
2,42959,0.45,1,1,1,80,2,2,32
2,42959,0.66,3,1,1,100,6,1,46
2,42959,0.95,3,1,1,100,6,1,19
2,42959,0.5,1,2,1,60,2,1,77
4,42959,0.83,3,1,1,100,2,2,79
5,42959,0.17,3,1,1,100,2,2,26
5,42959,0.17,3,1,1,100,6,1,20
2,42960,0.69,3,1,1,110,6,1,64
2,42960,0.69,3,1,1,110,6,1,46
7,42960,0.56,1,1,1,100,1,2,53
4,42960,0.42,1,1,1,100,2,2,81
4,42960,0.42,1,1,1,100,6,1,81
5,42960,0.55,3,1,1,80,4,2,37
2,42961,0.13,3,1,1,80,2,2,20
5,42961,0.82,1,1,1,60,2,1,86
7,42962,0.76,1,3,1,1,2,1,80
7,42962,0.77,1,1,1,60,6,2,18
2,42963,0.68,3,1,1,100,2,2,66
7,42963,0.43,1,1,1,110,2,2,82
7,42963,0.51,1,3,1,1,2,2,71
5,42963,0.67,1,2,1,60,2,2,69
2,42964,0.62,3,1,1,60,2,2,25
7,42964,0.9,2,3,1,1,7,2,56
8,42964,0.67,3,1,1,110,4,2,43
8,42964,0.3,3,1,1,110,2,2,83
8,42964,0.3,3,1,1,110,6,2,6
8,42964,0.3,3,1,1,110,2,1,38
7,42965,0.66,1,1,1,60,4,2,43
4,42965,0.46,1,1,1,70,6,1,75
5,42965,0.65,1,1,1,60,1,2,51
4,42967,0.13,2,2,1,40,7,1,23
4,42967,0.75,3,1,1,100,2,1,50
5,42967,0.27,1,1,1,80,2,1,40
2,42968,0.37,3,1,1,100,2,1,75
5,42968,0.71,1,1,1,80,2,2,18
2,42969,0.02,3,1,1,50,6,2,24
2,42970,1,3,1,1,60,2,2,17
2,42970,0.32,2,1,1,60,7,1,75
2,42970,0.69,1,1,1,60,1,2,24
5,42970,0.62,1,1,1,60,4,2,29
8,42970,0.43,3,1,1,110,2,2,41
2,42971,0.48,1,1,1,60,2,2,45
4,42971,0.71,1,1,1,100,2,2,86
4,42971,0.79,1,1,1,70,2,2,33
8,42971,0.69,3,2,1,60,1,2,57
2,42972,0.61,1,1,2,100,2,2,47
2,42972,0.61,1,1,2,100,2,1,60
7,42972,0.04,3,3,1,1,6,2,21
7,42972,0.04,3,3,1,1,2,2,21
2,42973,0.33,1,1,1,100,2,2,44
4,42973,0.04,1,1,1,100,2,2,19
2,42974,0.6,1,1,1,100,4,2,17
2,42974,0.82,3,1,1,50,2,2,34
7,42974,0.02,3,3,1,1,6,2,21
7,42974,0.02,3,3,1,1,6,2,21
7,42974,0.02,3,3,1,1,2,2,21
7,42974,0.74,1,1,1,80,2,1,50
5,42974,0.63,3,1,1,80,4,2,72
5,42974,0.65,1,1,1,50,4,2,28
2,42975,0.39,1,1,1,100,4,2,60
2,42975,0.64,1,1,2,100,4,2,22
7,42975,0.02,2,1,1,60,7,2,34
2,42976,0.67,1,1,1,110,2,2,69
7,42976,0.25,1,3,1,1,4,2,49
4,42976,0.38,3,1,2,60,2,2,66
5,42976,0.45,3,1,1,110,4,2,59
5,42976,0.78,3,1,1,100,6,2,29
6,42976,0.64,1,1,1,110,1,1,76
2,42977,0.57,1,1,1,110,2,1,65
4,42977,0.33,3,1,1,100,6,1,76
4,42977,0.33,3,1,1,100,2,2,72
2,42978,0.51,2,1,2,100,7,2,50
2,42978,0.33,1,1,1,100,2,2,29
4,42978,0.38,2,1,1,60,7,2,45
5,42978,0.79,1,1,1,10,2,1,81
2,42979,0.6,3,1,1,50,2,1,44
7,42979,0.44,1,1,1,100,2,2,69
8,42979,0.81,2,1,1,110,7,1,39
8,42979,0.49,3,1,1,60,1,2,71
3,42979,0.84,2,1,1,80,7,2,41
7,42980,0.81,3,3,1,1,4,2,46
4,42980,0.5,3,1,1,100,4,2,44
4,42980,0.46,3,1,1,100,2,2,22
4,42980,0.92,3,1,1,60,4,2,31
5,42980,0.73,1,1,1,80,2,2,22
8,42980,0.62,3,1,1,100,2,2,34
3,42980,0.76,3,1,1,110,2,2,30
7,42981,0.19,3,1,1,50,4,2,20
7,42981,0.59,1,1,1,100,2,1,77
7,42981,0.69,1,3,1,1,6,2,32
4,42981,0.71,3,1,1,80,2,2,23
2,42982,0.06,3,1,1,60,2,2,19
2,42982,0.32,3,1,1,80,2,1,77
7,42982,0.7,1,1,1,100,2,1,40
4,42982,0.5,3,1,1,100,6,2,42
4,42982,0.5,3,1,1,100,2,2,53
4,42982,0.46,3,1,1,100,2,1,62
4,42982,0.46,3,1,1,100,2,2,26
4,42982,0.63,2,1,2,50,7,1,89
2,42983,0.77,3,1,1,50,2,2,69
4,42983,0.5,1,1,1,110,2,2,70
6,42983,0.34,1,1,2,90,2,2,30
4,42984,0.67,3,1,1,50,5,1,22
2,42985,0.41,2,1,1,40,7,1,78
7,42985,0.69,2,2,1,60,7,2,67
2,42986,0.56,1,1,1,60,4,2,46
7,42986,0.82,1,1,1,50,4,2,52
5,42986,0.73,1,1,1,60,2,2,83
8,42986,0.67,3,1,1,60,4,2,22
2,42987,0.11,3,1,1,50,2,2,39
2,42987,0.11,3,1,1,50,6,2,31
2,42987,0.11,3,1,1,50,6,1,22
2,42987,0.8,2,1,1,60,7,2,81
7,42987,0.34,1,1,1,100,6,1,61
7,42987,0.34,1,1,1,100,2,2,69
7,42988,0.53,1,3,1,1,2,2,32
4,42988,0.21,3,1,1,80,4,2,24
5,42988,0.46,3,1,1,50,2,2,18
2,42989,0.75,3,1,1,50,4,2,40
2,42990,0.85,3,1,1,100,2,2,38
4,42990,0.38,1,1,1,60,1,2,75
7,42991,0.29,3,1,1,100,2,2,21
5,42991,0.32,3,1,1,100,2,2,55
8,42991,0.57,3,1,1,110,2,1,64
8,42992,0.23,3,1,2,90,1,2,51
4,42993,0.79,1,1,1,50,2,2,32
4,42994,0.46,2,1,1,70,7,2,23
2,42995,0.87,3,1,1,70,6,2,18
7,42995,0.56,1,3,1,1,4,2,29
4,42995,0.17,1,1,1,100,2,2,24
8,42995,0.26,3,1,1,110,2,2,53
6,42995,0.74,1,1,1,60,4,2,66
5,42996,0.55,3,1,1,60,2,1,36
8,42996,0.66,3,1,2,80,6,2,66
8,42996,0.83,2,1,1,60,7,1,86
8,42996,0.76,3,1,1,70,4,2,29
7,42997,0.6,1,3,1,1,6,1,16
4,42997,0.33,3,1,1,110,6,1,47
4,42997,0.33,3,1,1,110,6,1,73
5,42997,0.56,1,1,1,110,4,2,58
2,42998,0.56,3,1,1,100,6,2,87
7,42998,0.47,3,3,1,1,2,1,18
4,42998,0.5,3,1,1,50,2,1,86
4,42998,0.33,3,1,1,100,6,2,41
4,42998,0.33,3,1,1,100,6,2,5
8,42998,0.72,3,1,1,70,2,2,56
2,42999,0.79,2,1,1,60,7,2,54
2,42999,0.63,1,1,1,80,4,2,64
5,42999,0.11,3,1,1,80,2,1,23
5,42999,0.97,3,1,1,40,4,2,21
2,43000,0.52,1,1,2,80,2,2,34
2,43000,0.65,1,1,1,80,2,2,43
2,43000,0.87,2,1,2,100,7,2,62
2,43000,0.73,3,1,1,50,2,2,59
4,43000,0.25,2,1,1,110,7,2,61
8,43000,0.65,3,1,1,110,2,2,69
2,43001,0.67,3,1,1,100,2,1,67
2,43001,0.48,1,1,1,80,4,2,42
4,43001,0.08,3,1,1,70,2,2,20
2,43002,0.19,2,1,1,60,7,1,19
7,43002,0.7,3,3,1,1,6,1,15
7,43002,0.7,3,3,1,1,2,1,18
4,43002,0.71,3,1,1,100,6,1,27
2,43003,0.26,1,1,1,60,2,2,19
7,43003,0.74,1,1,1,100,2,2,44
4,43003,0.79,1,1,1,100,2,1,49
5,43003,0.02,3,1,1,110,2,2,71
5,43003,0.61,3,1,1,50,2,2,60
2,43004,0.37,1,1,1,100,6,1,72
4,43004,0,3,1,1,100,6,2,25
4,43004,0.83,2,1,1,60,7,2,79
2,43005,0.21,1,1,1,110,6,2,40
4,43005,0.38,3,1,1,100,2,2,48
4,43005,0.38,1,1,1,60,4,2,87
2,43006,0.83,1,1,1,50,2,2,42
2,43006,0.46,3,1,1,110,6,1,16
2,43008,0.06,3,1,1,70,2,2,102
2,43008,0.06,3,1,1,70,6,2,20
2,43009,0.79,3,1,1,60,2,2,57
2,43009,0.82,3,1,1,100,2,2,61
7,43009,0.05,3,1,3,60,6,2,23
4,43009,0.46,1,1,1,100,4,2,78
4,43009,0.46,1,1,1,100,4,2,58
5,43009,0.89,2,1,1,60,7,2,47
2,43010,0.51,1,1,1,100,2,1,34
4,43010,0.46,1,1,1,100,2,2,39
4,43010,0.75,1,1,1,110,2,1,40
8,43010,0.37,3,1,1,50,2,1,77
7,43011,0.88,1,3,3,1,4,2,32
3,43011,0.46,3,1,1,110,6,1,34
2,43012,0.68,1,1,1,100,2,1,20
2,43012,0.68,1,1,1,100,6,2,63
4,43012,0.79,2,1,1,40,7,2,70
4,43013,0.33,1,1,1,90,2,2,55
4,43014,0.63,3,1,1,100,2,1,33
5,43014,0.2,3,1,1,60,2,1,17
8,43014,0.82,3,1,1,50,6,2,16
8,43014,0.82,3,1,1,50,6,2,17
8,43014,0.93,3,1,1,70,2,2,38
2,43015,0.17,1,1,1,100,2,2,73
2,43015,0.94,3,1,1,60,6,2,37
7,43015,0.37,2,1,3,60,7,2,97
4,43016,0.75,1,1,1,60,1,2,68
5,43016,0.8,1,1,1,90,4,2,29
5,43016,0.8,1,1,1,90,6,2,24
8,43016,0.42,3,1,1,80,1,2,69
7,43017,0.96,1,1,3,60,2,1,53
8,43017,0.54,3,1,1,50,4,2,19
8,43017,0.5,3,1,1,110,2,2,67
2,43018,0.81,3,1,1,110,2,2,74
7,43018,0.66,1,1,3,60,4,2,44
8,43018,0.71,3,1,1,100,2,2,72
2,43019,0.88,3,1,1,50,2,2,36
6,43019,0.3,1,1,1,70,2,1,33
2,43020,0.18,3,1,1,110,6,1,56
7,43021,0.15,3,3,3,1,2,2,18
4,43021,0.54,3,1,1,60,4,2,34
8,43021,0.31,3,1,1,110,2,2,34
2,43022,0.1,3,1,1,100,6,2,17
2,43022,0.17,1,1,1,110,6,2,23
7,43022,0.63,3,2,3,100,6,1,71
8,43022,0.56,3,1,1,110,2,2,61
2,43023,0.26,3,1,1,100,6,2,37
4,43023,0.5,3,1,1,110,6,2,62
4,43023,0.38,3,1,1,100,6,2,13
6,43023,0.51,3,1,1,100,2,2,78
2,43024,0.03,3,1,1,100,2,2,46
7,43024,0.71,1,1,3,80,2,1,49
4,43024,0.79,3,1,1,80,2,2,67
6,43024,0.38,2,1,1,50,7,2,65
2,43025,0.99,3,1,1,80,2,2,59
2,43025,0.63,1,1,2,100,2,2,29
4,43025,0.83,1,1,1,60,1,1,19
2,43026,0.61,3,1,1,80,4,2,70
7,43026,0.7,2,3,3,1,7,2,76
7,43026,0.85,2,3,3,1,1,2,18
4,43026,0.58,3,1,1,80,2,1,48
4,43026,0.79,1,1,1,60,2,1,21
2,43027,0.55,1,1,2,60,4,2,18
2,43029,0.14,3,1,1,70,2,2,26
2,43029,0.09,2,1,1,60,7,2,20
4,43029,0.83,2,1,1,100,7,2,68
2,43030,0.42,2,1,1,50,7,2,48
4,43030,0.75,3,1,1,100,2,2,44
5,43030,0.32,1,1,1,60,1,2,62
2,43031,0.42,1,1,1,50,2,2,53
4,43031,0.46,1,1,1,50,4,1,73
5,43032,0.5,3,1,1,110,4,2,70
8,43032,0.33,3,1,1,110,6,2,26
2,43033,0.49,2,1,1,60,7,1,83
4,43033,0.21,1,1,1,60,4,2,57
2,43034,0.09,3,1,1,100,6,2,21
2,43034,0.45,1,1,1,50,4,2,59
2,43034,0.61,1,1,1,100,2,1,69
4,43034,0,3,1,1,80,2,2,29
5,43034,0.35,1,1,2,60,2,2,60
5,43034,0.5,2,1,1,60,7,2,93
8,43034,0.99,3,1,1,110,6,2,37
3,43034,0.53,2,2,1,10,7,1,59
3,43034,0.73,3,1,1,80,2,2,18
2,43035,0.85,3,1,1,100,4,2,57
6,43035,0.51,3,1,1,100,4,2,65
2,43036,0.19,1,1,1,80,2,2,23
2,43036,0.23,1,1,1,110,2,2,68
2,43036,0.97,3,1,1,100,2,2,23
8,43036,0.02,3,1,1,50,2,2,46
3,43036,0.84,2,1,1,50,7,2,39
2,43037,0.59,1,1,1,80,4,2,48
4,43037,0.42,2,1,1,40,7,2,78
4,43037,0.79,3,1,1,80,6,1,48
5,43038,0.78,3,1,1,110,2,2,25
8,43039,0.7,3,1,1,110,2,2,42
7,42370,0.85,3,1,1,80,4,2,25
5,42370,0.04,3,1,1,110,2,2,40
2,42371,0.02,3,1,1,100,6,2,18
8,42371,0.72,3,1,1,110,2,2,53
6,42371,0.83,1,1,1,80,4,2,17
6,42371,0.83,1,1,1,80,3,2,31
4,42372,0.58,2,1,1,60,7,2,70
6,42372,0.5,1,1,1,100,4,2,51
2,42373,0.85,3,1,1,100,2,2,59
2,42373,0.91,3,1,1,60,2,1,17
7,42373,0.08,3,1,1,50,2,2,63
8,42373,0.66,3,1,1,110,4,2,67
2,42374,0.44,1,1,1,50,6,2,20
2,42376,0.49,1,1,1,80,2,2,89
2,42377,0.35,1,1,1,100,4,2,44
8,42377,0.33,3,1,1,70,2,1,27
2,42378,0.65,1,1,1,60,3,1,43
2,42378,0.03,3,1,1,50,2,2,37
4,42378,0.63,3,1,1,100,4,2,44
4,42378,0.71,1,1,1,100,4,1,46
5,42378,0.49,1,1,1,80,2,2,33
5,42378,0.49,1,1,1,80,6,1,90
5,42378,0.49,1,1,1,80,2,1,61
8,42378,0.67,3,1,1,110,2,2,50
8,42378,0.09,3,1,1,100,2,1,22
7,42379,0.09,1,1,1,70,2,1,19
7,42379,0.25,3,1,1,100,2,2,45
7,42379,0.7,1,1,1,100,4,2,41
8,42379,0.49,3,1,1,90,4,2,57
3,42380,0.73,3,1,1,130,2,2,26
2,42381,0.22,2,1,1,60,7,2,46
4,42381,0.38,3,1,1,100,2,2,92
2,42382,0.4,3,1,1,100,4,2,49
7,42382,0.2,1,1,1,100,2,2,41
4,42382,0.54,3,1,1,100,6,2,78
4,42382,0.54,1,1,1,100,4,2,30
2,42383,0.81,3,1,1,100,2,2,37
7,42383,0.85,1,1,1,60,4,2,22
4,42383,0.42,1,1,1,110,2,1,79
4,42383,0.42,1,1,1,110,2,2,68
8,42383,0.78,2,1,1,110,7,2,55
8,42383,0.65,3,1,1,110,2,2,23
2,42384,0.6,1,1,1,100,4,1,61
4,42384,0.75,3,1,1,60,6,2,20
2,42385,0.24,1,1,1,80,2,2,36
2,42385,0.73,1,1,1,100,2,2,46
7,42385,0.63,3,1,1,50,2,2,73
4,42385,0.17,3,1,1,60,6,2,29
4,42385,0.96,3,1,1,110,2,2,38
2,42387,0.54,3,1,1,110,6,1,15
2,42387,0.61,2,1,1,70,7,1,82
5,42387,0.25,1,1,1,110,6,1,26
8,42387,0.73,3,1,1,110,6,1,74
8,42387,0.73,3,1,1,110,2,2,75
6,42387,0.58,1,1,1,50,2,2,84
4,42388,0.58,3,1,1,100,2,2,82
5,42388,0.77,3,1,1,100,2,2,49
7,42389,0.31,1,1,2,60,1,2,25
4,42389,0.71,1,1,1,80,2,2,44
8,42389,0.32,3,1,1,110,2,1,37
8,42389,0.32,3,1,1,110,2,2,21
3,42389,0.58,3,1,1,110,4,2,18
4,42390,0.88,3,1,1,50,4,2,46
2,42391,0.79,2,1,1,60,7,2,21
7,42391,0.76,2,1,1,70,7,1,75
4,42391,0.46,3,1,1,100,2,1,62
4,42391,0.92,3,1,1,100,2,2,47
8,42391,0.1,3,1,1,110,2,2,61
8,42391,0.4,3,1,1,110,2,2,40
6,42391,0.04,1,1,1,50,2,1,24
6,42391,0.51,3,1,1,110,2,2,30
2,42392,0.67,2,1,1,50,7,2,14
7,42392,0.91,3,1,1,100,6,2,15
4,42393,0.33,1,1,1,100,4,2,73
8,42393,0.83,3,1,1,80,4,2,30
2,42394,0.51,2,1,1,50,7,1,92
2,42394,0.75,2,1,1,40,7,1,63
4,42394,0.33,2,1,1,60,7,2,78
4,42394,0.67,2,1,1,60,7,2,77
2,42395,0.53,1,1,1,100,2,2,57
2,42395,0.53,1,1,1,100,6,2,88
7,42395,0.5,3,1,1,100,6,2,17
7,42395,0.94,3,1,1,100,6,1,28
4,42395,0.75,1,1,1,60,4,2,24
4,42395,0.92,3,1,1,100,2,2,64
2,42396,0.18,1,1,1,80,2,2,40
7,42396,0.06,1,1,1,100,6,1,18
7,42396,0.06,1,1,1,100,2,2,19
7,42396,0.5,1,1,1,60,4,2,27
7,42396,0.55,1,1,1,100,6,1,57
7,42396,0.55,1,1,1,100,2,2,64
4,42396,0.58,3,1,2,80,2,2,28
8,42396,0.21,3,1,1,110,2,2,42
8,42396,0.33,3,1,1,110,6,2,27
2,42397,0.48,2,1,1,60,7,1,90
7,42397,0.62,1,1,1,90,2,1,22
7,42397,0.61,1,1,1,100,4,2,41
6,42397,0.54,1,1,2,100,2,2,74
3,42397,0.86,1,1,1,110,6,2,24
2,42398,0.87,2,1,1,60,7,1,21
7,42398,0.47,3,1,1,100,2,2,54
4,42398,0.58,3,1,1,100,4,1,58
8,42398,0.89,3,1,1,80,2,2,28
8,42398,0.64,3,1,1,110,2,2,19
4,42399,0.04,3,1,1,100,2,2,41
4,42399,0.92,3,1,1,80,6,2,68
5,42400,0.13,1,1,1,100,2,2,27
4,42401,0.63,2,1,1,60,7,1,83
7,42402,0.66,1,1,1,50,4,2,18
7,42402,0.66,1,1,1,80,6,1,81
5,42402,0.84,2,1,1,60,7,2,27
2,42403,0.53,3,1,1,100,2,2,73
2,42403,0.68,2,2,1,50,7,2,41
2,42403,0.31,2,1,2,60,7,2,46
5,42403,0.69,1,1,1,50,4,2,44
8,42403,0.88,3,1,1,110,2,2,38
8,42403,0.28,3,1,1,110,2,1,31
7,42404,0.63,1,1,1,70,4,2,45
4,42404,0.21,1,1,1,100,2,1,29
5,42404,0.31,1,2,1,60,4,1,30
2,42406,0.73,3,1,1,80,2,2,67
2,42406,0.75,3,1,1,100,2,2,48
7,42406,0.14,3,1,1,100,4,2,38
5,42406,0.33,3,1,1,50,1,2,88
8,42406,0.9,3,1,1,110,2,1,45
8,42406,0.95,3,1,1,60,4,2,34
2,42407,0.61,1,1,1,100,2,2,75
2,42407,0.63,2,1,1,60,7,2,33
8,42407,0.52,3,1,1,60,6,1,5
2,42408,0.65,1,1,2,70,2,2,17
2,42408,0.42,2,1,1,50,7,1,40
7,42408,0.72,1,1,1,100,4,2,44
7,42408,0.83,1,1,1,60,4,2,32
7,42409,0.34,1,1,1,50,1,2,69
7,42409,0.25,1,1,1,100,2,2,26
7,42409,0.66,1,1,1,60,1,2,74
7,42409,0.93,3,1,1,60,4,2,45
4,42409,0.63,1,1,1,100,2,1,71
7,42410,0.28,3,1,1,100,2,2,44
7,42410,0.35,1,1,1,100,2,2,32
7,42410,0.98,1,1,1,100,4,2,55
4,42410,0.25,1,1,1,60,1,2,61
8,42411,0.03,3,1,1,70,4,2,34
2,42412,0.92,3,1,1,100,2,2,18
7,42412,0.44,2,1,1,50,7,1,65
7,42412,0.6,3,1,1,100,2,2,81
7,42412,0.94,2,1,1,60,7,2,83
4,42412,0.63,3,1,1,100,2,2,17
4,42412,0.17,3,1,1,50,1,2,46
2,42413,0.12,3,1,1,100,6,1,22
2,42413,0.39,3,1,1,80,4,2,60
2,42413,0.46,1,1,1,100,6,1,65
7,42413,0.99,2,1,1,100,7,1,22
7,42415,0.24,2,1,1,60,7,2,59
7,42416,0.34,2,1,2,50,7,1,17
4,42416,0.25,1,1,1,100,1,2,63
4,42416,0.54,3,2,1,100,6,2,19
4,42416,0.54,1,1,2,100,2,1,58
4,42416,0.75,3,1,2,70,2,2,36
8,42416,0.5,3,1,1,110,2,2,22
8,42416,0.76,3,1,1,110,4,2,48
8,42416,0.5,2,1,1,50,7,1,69
2,42418,0.79,3,1,1,70,4,2,45
2,42418,0.41,2,1,1,50,7,1,86
7,42418,0.83,3,1,1,80,2,2,18
4,42418,0.58,1,1,1,100,6,1,89
3,42418,0.71,3,1,1,110,2,2,24
2,42419,0.73,2,1,1,50,7,2,67
8,42419,0.92,3,1,1,110,6,2,25
8,42419,0.92,3,1,1,110,6,2,24
2,42420,0.05,3,1,1,50,6,1,36
2,42420,0.05,3,1,1,50,6,1,37
2,42420,0.05,3,1,1,50,6,1,36
2,42420,0.23,3,1,1,80,2,2,24
2,42420,0.4,3,1,1,50,3,1,31
2,42420,0.74,3,1,1,80,2,1,82
7,42420,0.9,3,1,1,100,2,2,53
4,42420,0.96,2,1,1,60,7,2,47
8,42420,0.56,3,1,1,110,4,2,51
2,42421,0.46,1,1,1,50,2,1,72
2,42421,0.58,3,1,1,60,4,2,42
7,42421,0.68,1,1,1,100,4,2,60
7,42421,0.51,1,1,1,80,4,2,36
4,42421,0.38,1,1,1,80,4,2,58
7,42422,0.72,3,1,1,100,2,1,28
4,42422,0.25,1,1,1,100,2,2,30
7,42423,0.27,1,1,1,80,4,2,61
2,42424,0.15,3,1,1,60,2,2,20
2,42424,0.15,3,1,1,60,6,2,20
2,42424,0.5,1,1,1,100,4,2,60
7,42424,0.4,1,1,1,60,4,2,39
7,42424,0.68,1,1,1,50,4,2,56
4,42424,0,3,1,1,100,2,1,26
3,42424,0.85,2,1,1,100,7,1,35
2,42425,0.43,1,1,1,80,4,2,44
7,42425,0.51,3,1,1,100,4,2,75
7,42425,0.87,3,1,1,60,2,1,18
3,42425,0.04,3,1,1,40,2,2,48
2,42426,0.62,3,1,1,110,4,2,65
2,42426,0.7,1,1,1,100,6,1,19
7,42426,0.01,3,1,1,100,2,2,18
7,42426,0.96,3,1,1,1,2,2,18
7,42427,0.89,2,1,1,60,7,1,17
7,42427,0.97,1,1,1,80,4,2,43
4,42427,0.88,3,1,1,100,2,2,42
2,42428,0.4,1,1,1,60,4,2,36
2,42428,0.84,3,1,1,100,6,2,22
4,42430,0.54,3,1,1,80,4,2,25
2,42431,0.5,1,1,1,80,2,2,54
7,42431,0.48,3,1,1,100,2,1,88
1,42431,0.71,3,1,1,80,4,2,25
